Claim ID,Customer,Month,WeekOfMonth,DayOfWeek,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Fault,FraudFound_P,RepNumber,Days_Policy_Accident,Days_Policy_Claim,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,BasePolicy,Vehicle Class,AccidentArea,Age,Product Name,VehiclePrice,DriverRating,AgeOfVehicle
CLM1000007061,XB30904,Jan,2,Wednesday,Tuesday,Jan,3,Policy Holder,0,2,more than 30,more than 30,No,No,External,more than 5,no change,Collision,Two-Door Car,Rural,37,Sedan - Collision,20000 to 29000,3,7 years
CLM1000007062,VF15321,Jan,3,Saturday,Monday,Jan,3,Policy Holder,0,7,more than 30,more than 30,No,No,External,none,no change,Liability,Four-Door Car,Urban,45,Sedan - Liability,20000 to 29000,3,7 years
CLM1000007063,LX71137,Jan,3,Wednesday,Tuesday,Jan,4,Policy Holder,0,11,more than 30,more than 30,No,No,External,3 to 5,no change,All Perils,Four-Door Car,Urban,38,Sedan - All Perils,40000 to 59000,1,6 years
CLM1000007064,SI35064,Jan,3,Wednesday,Wednesday,Jan,3,Policy Holder,0,15,more than 30,more than 30,No,No,External,more than 5,no change,Liability,SUV,Urban,41,Sedan - Liability,40000 to 59000,3,7 years
CLM1000007065,SI26369,Oct,2,Monday,Tuesday,Oct,2,Policy Holder,1,7,more than 30,more than 30,No,No,External,none,no change,Liability,Two-Door Car,Urban,51,Sedan - Liability,20000 to 29000,3,more than 7
CLM1000007066,LD69905,Feb,1,Wednesday,Monday,Feb,1,Policy Holder,0,12,more than 30,more than 30,No,No,External,none,no change,All Perils,Four-Door Car,Urban,42,Sedan - All Perils,20000 to 29000,4,more than 7
CLM1000007067,VY84895,Feb,1,Wednesday,Wednesday,Feb,1,Policy Holder,0,9,more than 30,more than 30,No,No,External,1 to 2,no change,Collision,Four-Door Car,Urban,57,Sedan - Collision,20000 to 29000,4,more than 7
CLM1000007068,UA38043,Feb,2,Wednesday,Thursday,Feb,2,Third Party,0,1,more than 30,more than 30,No,No,External,more than 5,no change,Collision,Four-Door Car,Urban,22,Sedan - Collision,30000 to 39000,4,5 years
CLM1000007069,WM46083,Feb,2,Thursday,Thursday,Feb,2,Policy Holder,0,15,more than 30,more than 30,No,No,External,none,no change,Liability,Two-Door Car,Urban,49,Sedan - Liability,30000 to 39000,4,7 years
CLM1000007070,GQ57207,Feb,4,Tuesday,Friday,Feb,4,Policy Holder,0,6,more than 30,more than 30,No,No,External,none,no change,Collision,Four-Door Car,Urban,77,Sedan - Collision,less than 20000,2,more than 7
CLM1000007071,CQ80529,Oct,4,Monday,Thursday,Nov,1,Policy Holder,0,2,more than 30,more than 30,Yes,No,External,1 to 2,no change,All Perils,SUV,Urban,34,Sedan - All Perils,20000 to 29000,1,7 years
CLM1000007072,LN99954,Jun,2,Monday,Thursday,Jun,3,Policy Holder,0,7,more than 30,more than 30,No,No,External,none,no change,Collision,Four-Door Car,Urban,38,Sedan - Collision,less than 20000,4,7 years
CLM1000007073,UF36353,Oct,2,Monday,Tuesday,Oct,2,Third Party,0,4,more than 30,more than 30,No,No,External,none,no change,All Perils,SUV,Urban,41,Sedan - All Perils,20000 to 29000,4,more than 7
CLM1000007074,IZ24763,Feb,4,Wednesday,Friday,Feb,4,Policy Holder,0,14,more than 30,more than 30,No,No,External,more than 5,no change,Collision,Four-Door Car,Urban,44,Sedan - Collision,30000 to 39000,3,7 years
CLM1000007075,TU27017,Feb,4,Wednesday,Tuesday,Feb,5,Policy Holder,0,7,more than 30,more than 30,No,No,External,1 to 2,no change,All Perils,Four-Door Car,Urban,28,Sedan - All Perils,20000 to 29000,4,5 years
CLM1000007076,WS46887,Oct,2,Monday,Friday,Nov,4,Policy Holder,1,7,more than 30,more than 30,No,No,External,1 to 2,no change,Collision,Four-Door Car,Urban,27,Sedan - Collision,20000 to 29000,4,6 years
CLM1000007077,GQ32356,Oct,2,Monday,Monday,Oct,2,Third Party,0,11,more than 30,more than 30,No,No,External,none,no change,All Perils,Four-Door Car,Urban,63,Sedan - All Perils,less than 20000,2,7 years
CLM1000007078,PZ81131,Feb,4,Thursday,Friday,Mar,2,Third Party,0,10,more than 30,more than 30,No,No,External,more than 5,4 to 8 years,All Perils,SUV,Rural,28,Sedan - All Perils,20000 to 29000,2,7 years
CLM1000007079,ZW79814,Feb,3,Sunday,Monday,Feb,3,Third Party,0,2,more than 30,more than 30,No,No,External,more than 5,no change,Collision,Two-Door Car,Urban,34,Sedan - Collision,30000 to 39000,3,6 years
CLM1000007080,KV79964,Feb,3,Sunday,Tuesday,Feb,4,Policy Holder,0,10,more than 30,more than 30,No,No,External,none,no change,Liability,Four-Door Car,Urban,24,Sedan - Liability,20000 to 29000,2,5 years
CLM1000007081,WE38399,Feb,3,Sunday,Wednesday,Feb,4,Policy Holder,0,2,more than 30,more than 30,No,No,External,more than 5,no change,All Perils,Two-Door Car,Urban,45,Sedan - All Perils,less than 20000,3,7 years
CLM1000007082,MI13678,Feb,2,Monday,Thursday,Feb,3,Policy Holder,0,5,more than 30,more than 30,No,No,External,none,no change,Liability,Four-Door Car,Urban,37,Sedan - Liability,more than 69000,3,more than 7
CLM1000007083,VA63861,Feb,2,Monday,Monday,Feb,2,Policy Holder,0,15,more than 30,more than 30,No,No,External,none,no change,Liability,Four-Door Car,Urban,38,Sedan - Liability,20000 to 29000,2,7 years
CLM1000007084,EH70612,Feb,2,Saturday,Wednesday,Feb,4,Policy Holder,0,2,more than 30,more than 30,No,No,External,more than 5,no change,Liability,Two-Door Car,Urban,55,Sedan - Liability,30000 to 39000,1,more than 7
CLM1000007085,UO40726,Feb,2,Friday,Friday,Feb,4,Third Party,0,13,more than 30,more than 30,No,No,External,none,no change,Liability,Two-Door Car,Urban,26,Sedan - Liability,20000 to 29000,3,5 years
CLM1000007086,ZY49833,Feb,2,Friday,Friday,Jun,1,Third Party,0,14,more than 30,more than 30,No,No,External,none,no change,Collision,Four-Door Car,Urban,50,Sport - Collision,more than 69000,2,more than 7
CLM1000007087,HZ47488,Feb,1,Monday,Monday,Feb,1,Policy Holder,0,3,more than 30,more than 30,No,No,External,1 to 2,no change,Liability,Four-Door Car,Urban,28,Sedan - Liability,20000 to 29000,2,7 years
CLM1000007088,LP51258,Feb,2,Tuesday,Friday,Feb,2,Policy Holder,0,16,more than 30,more than 30,No,No,External,more than 5,no change,Liability,Four-Door Car,Urban,42,Sedan - Liability,30000 to 39000,1,more than 7
CLM1000007089,VW65573,Feb,2,Tuesday,Tuesday,Feb,4,Policy Holder,0,3,more than 30,more than 30,No,No,External,none,no change,All Perils,SUV,Urban,41,Sedan - All Perils,30000 to 39000,4,7 years
CLM1000007090,LV82913,Feb,1,Monday,Thursday,Feb,4,Third Party,0,9,more than 30,more than 30,Yes,No,External,none,no change,All Perils,Four-Door Car,Urban,54,Sedan - All Perils,20000 to 29000,3,more than 7
CLM1000007091,OX53879,Oct,2,Monday,Monday,Oct,2,Third Party,0,14,more than 30,more than 30,No,No,External,more than 5,no change,Collision,Four-Door Car,Urban,40,Sport - Collision,more than 69000,2,6 years
CLM1000007092,QV76563,Feb,1,Thursday,Thursday,Feb,4,Policy Holder,0,7,more than 30,more than 30,No,No,External,more than 5,no change,Collision,Four-Door Car,Urban,36,Sedan - Collision,30000 to 39000,2,more than 7
CLM1000007093,CP27565,Jan,4,Wednesday,Friday,Feb,1,Third Party,0,12,more than 30,more than 30,Yes,No,External,1 to 2,no change,All Perils,SUV,Rural,35,Sedan - All Perils,20000 to 29000,4,6 years
CLM1000007094,LL56632,Jan,4,Wednesday,Monday,Feb,3,Policy Holder,0,11,more than 30,more than 30,No,No,External,none,no change,Liability,SUV,Urban,54,Sedan - Liability,more than 69000,1,new
CLM1000007095,ZG88784,Jan,3,Friday,Friday,Feb,3,Third Party,0,11,more than 30,more than 30,No,No,External,none,no change,Collision,Four-Door Car,Urban,41,Sedan - Collision,30000 to 39000,2,7 years
CLM1000007096,FO78512,Jan,2,Tuesday,Wednesday,Jan,2,Policy Holder,0,14,more than 30,more than 30,No,No,External,more than 5,no change,All Perils,Sports Car,Rural,27,Sedan - All Perils,more than 69000,3,6 years
CLM1000007097,TX13297,Jan,2,Monday,Monday,Feb,4,Policy Holder,0,14,more than 30,more than 30,No,No,External,more than 5,no change,Collision,Four-Door Car,Urban,44,Sedan - Collision,20000 to 29000,4,6 years
CLM1000007098,RS20615,Aug,4,Monday,Friday,Aug,4,Third Party,0,3,more than 30,more than 30,No,No,External,more than 5,no change,Collision,Four-Door Car,Urban,26,Sedan - Collision,30000 to 39000,1,7 years
CLM1000007099,HP77890,Mar,2,Monday,Monday,Mar,2,Policy Holder,0,13,more than 30,more than 30,No,No,External,more than 5,1 year,Liability,Four-Door Car,Urban,43,Sedan - Liability,20000 to 29000,1,6 years
CLM1000007100,GE45663,Mar,2,Monday,Monday,Mar,2,Policy Holder,0,4,more than 30,more than 30,No,No,External,1 to 2,no change,Liability,Two-Door Car,Urban,29,Sedan - Liability,more than 69000,3,6 years
CLM1000007101,UW90223,Feb,4,Monday,Friday,Feb,4,Policy Holder,0,12,more than 30,more than 30,No,No,External,more than 5,no change,Liability,Two-Door Car,Urban,31,Sedan - Liability,20000 to 29000,1,5 years
CLM1000007102,LC58452,Feb,4,Monday,Wednesday,Feb,4,Policy Holder,0,15,more than 30,more than 30,No,No,External,more than 5,no change,All Perils,SUV,Urban,44,Sedan - All Perils,20000 to 29000,2,more than 7
CLM1000007103,WO25669,Feb,3,Sunday,Tuesday,Feb,4,Policy Holder,0,15,more than 30,more than 30,No,No,External,none,no change,Collision,SUV,Urban,50,Sedan - Collision,20000 to 29000,3,7 years
CLM1000007104,NG59515,Feb,3,Tuesday,Wednesday,Feb,3,Policy Holder,0,1,more than 30,more than 30,No,No,External,more than 5,no change,Collision,SUV,Urban,41,Sedan - Collision,20000 to 29000,3,7 years
CLM1000007105,AQ52711,Feb,2,Wednesday,Tuesday,Feb,3,Third Party,0,3,more than 30,more than 30,No,No,External,none,no change,All Perils,SUV,Urban,27,Sedan - All Perils,less than 20000,1,6 years
CLM1000007106,AU23837,Feb,2,Wednesday,Friday,Feb,2,Policy Holder,0,14,more than 30,more than 30,No,No,External,more than 5,no change,Liability,Four-Door Car,Urban,67,Sedan - Liability,more than 69000,3,7 years
CLM1000007107,NG62780,Oct,2,Tuesday,Wednesday,Oct,2,Policy Holder,1,12,more than 30,more than 30,No,No,External,more than 5,no change,All Perils,Four-Door Car,Urban,58,Sedan - All Perils,20000 to 29000,3,more than 7
CLM1000007108,WW16329,Jan,5,Monday,Wednesday,Feb,1,Third Party,0,5,more than 30,more than 30,No,No,External,none,no change,Collision,SUV,Urban,39,Sedan - Collision,20000 to 29000,2,7 years
CLM1000007109,YN46118,Feb,1,Tuesday,Friday,Feb,1,Policy Holder,0,11,more than 30,more than 30,No,No,External,3 to 5,no change,Liability,Four-Door Car,Urban,29,Sedan - Liability,20000 to 29000,2,6 years
CLM1000007110,CW77053,Jan,5,Friday,Wednesday,Feb,1,Policy Holder,0,2,more than 30,more than 30,No,No,External,1 to 2,no change,Collision,Four-Door Car,Urban,69,Sedan - Collision,20000 to 29000,4,more than 7
CLM1000007111,LX15904,Jan,5,Friday,Tuesday,Feb,1,Third Party,0,9,more than 30,more than 30,No,No,External,none,no change,All Perils,Four-Door Car,Rural,52,Sedan - All Perils,20000 to 29000,4,7 years
CLM1000007112,IN26765,Jan,4,Tuesday,Wednesday,Jan,4,Third Party,0,8,more than 30,more than 30,No,No,External,more than 5,no change,Liability,Two-Door Car,Urban,52,Sedan - Liability,20000 to 29000,4,more than 7
CLM1000007113,WR55560,Jan,4,Tuesday,Monday,Jan,5,Policy Holder,0,4,more than 30,more than 30,No,No,External,more than 5,no change,Liability,Sports Car,Urban,28,Sedan - Liability,30000 to 39000,1,7 years
CLM1000007114,JQ70222,Jan,4,Wednesday,Wednesday,Feb,1,Third Party,0,11,more than 30,more than 30,No,No,External,none,no change,All Perils,SUV,Urban,55,Sedan - All Perils,40000 to 59000,3,more than 7
CLM1000007115,LU49168,Jan,4,Saturday,Tuesday,Jan,4,Third Party,0,5,more than 30,more than 30,No,No,External,3 to 5,no change,Liability,Two-Door Car,Urban,33,Sedan - Liability,30000 to 39000,3,5 years
CLM1000007116,EN97874,Oct,2,Wednesday,Wednesday,Oct,3,Policy Holder,0,8,more than 30,more than 30,No,No,External,none,no change,Liability,Four-Door Car,Urban,41,Sedan - Liability,20000 to 29000,3,more than 7
CLM1000007117,IP76282,Jan,3,Wednesday,Monday,Jan,4,Third Party,0,9,more than 30,more than 30,No,No,External,none,no change,All Perils,Four-Door Car,Urban,29,Sedan - All Perils,less than 20000,1,6 years
CLM1000007118,NM18924,Jan,3,Saturday,Wednesday,Jan,3,Third Party,0,15,more than 30,more than 30,No,No,External,none,no change,All Perils,Sports Car,Urban,35,Sedan - All Perils,20000 to 29000,1,6 years
CLM1000007119,NZ98813,Jan,2,Thursday,Wednesday,Feb,1,Third Party,0,3,more than 30,more than 30,No,No,External,none,no change,Liability,SUV,Urban,34,Sedan - Liability,30000 to 39000,4,5 years
CLM1000007120,XJ65608,Oct,2,Wednesday,Monday,Nov,4,Policy Holder,0,16,more than 30,more than 30,No,No,Internal,none,no change,Liability,Two-Door Car,Urban,35,Sedan - Liability,30000 to 39000,3,6 years
CLM1000007121,HI71466,Jan,1,Thursday,Tuesday,Jan,3,Policy Holder,0,7,more than 30,more than 30,No,No,External,3 to 5,no change,Liability,Four-Door Car,Urban,40,Sedan - Liability,20000 to 29000,1,7 years
CLM1000007122,RO70057,Jan,1,Wednesday,Thursday,Jan,3,Policy Holder,0,1,more than 30,more than 30,No,No,External,more than 5,no change,All Perils,Two-Door Car,Urban,46,Sedan - All Perils,less than 20000,1,more than 7
CLM1000007123,LT77960,Dec,4,Tuesday,Tuesday,Jan,3,Policy Holder,0,5,8 to 15,more than 30,No,No,External,none,no change,Collision,Four-Door Car,Urban,22,Sedan - Collision,20000 to 29000,1,4 years
CLM1000007124,FO13691,Dec,2,Saturday,Thursday,Jan,4,Policy Holder,0,1,more than 30,more than 30,No,No,External,1 to 2,no change,All Perils,Two-Door Car,Rural,61,Sedan - All Perils,30000 to 39000,3,more than 7
CLM1000007125,IP87756,Dec,2,Wednesday,Thursday,Jan,3,Policy Holder,0,10,more than 30,more than 30,No,No,External,more than 5,no change,Collision,SUV,Urban,31,Sedan - Collision,20000 to 29000,3,5 years
CLM1000007126,YG37894,Mar,4,Wednesday,Tuesday,Mar,5,Policy Holder,0,1,more than 30,more than 30,No,No,External,more than 5,no change,All Perils,Two-Door Car,Urban,36,Sedan - All Perils,more than 69000,3,more than 7
CLM1000007127,SR24177,Mar,1,Wednesday,Wednesday,Mar,1,Policy Holder,0,4,more than 30,more than 30,No,No,External,1 to 2,no change,Liability,Two-Door Car,Urban,38,Sedan - Liability,20000 to 29000,4,6 years
CLM1000007128,BS91742,Apr,1,Monday,Monday,Apr,1,Policy Holder,0,7,more than 30,more than 30,No,No,External,more than 5,no change,Liability,Luxury Car,Urban,37,Sedan - Liability,20000 to 29000,3,more than 7
CLM1000007129,UJ38473,Mar,2,Thursday,Friday,Mar,2,Policy Holder,0,9,more than 30,more than 30,No,No,External,more than 5,no change,Liability,Sports Car,Urban,26,Sedan - Liability,30000 to 39000,3,7 years
CLM1000007130,BP54465,Nov,4,Sunday,Tuesday,Jan,2,Policy Holder,0,8,more than 30,more than 30,No,No,External,none,no change,Liability,Four-Door Car,Urban,75,Sedan - Liability,20000 to 29000,3,more than 7
CLM1000007131,YY12812,Mar,2,Monday,Tuesday,Mar,3,Policy Holder,0,2,more than 30,more than 30,No,No,External,none,no change,Liability,Four-Door Car,Urban,63,Sedan - Liability,more than 69000,4,more than 7
CLM1000007132,HW61722,Mar,3,Tuesday,Tuesday,Mar,3,Third Party,0,11,more than 30,more than 30,No,No,External,3 to 5,no change,All Perils,Four-Door Car,Urban,42,Sedan - All Perils,20000 to 29000,1,7 years
CLM1000007133,CE17855,Mar,2,Monday,Monday,Mar,3,Third Party,0,6,more than 30,more than 30,No,No,External,none,no change,Collision,Four-Door Car,Urban,40,Sedan - Collision,20000 to 29000,1,7 years
CLM1000007134,ZX50209,Mar,5,Monday,Tuesday,Apr,1,Policy Holder,0,4,more than 30,more than 30,No,No,External,3 to 5,no change,Liability,Four-Door Car,Urban,32,Sedan - Liability,20000 to 29000,2,6 years
CLM1000007135,CZ84042,Oct,2,Wednesday,Friday,Oct,3,Policy Holder,1,12,more than 30,more than 30,No,No,External,3 to 5,no change,Collision,Two-Door Car,Rural,34,Sedan - Collision,30000 to 39000,2,7 years
CLM1000007136,SQ54906,Mar,3,Friday,Wednesday,Mar,4,Third Party,0,2,more than 30,more than 30,No,No,External,none,no change,Collision,Four-Door Car,Urban,44,Sedan - Collision,20000 to 29000,4,more than 7
CLM1000007137,QE21030,May,5,Sunday,Tuesday,Jun,2,Policy Holder,0,2,more than 30,more than 30,No,No,External,none,no change,Liability,Luxury SUV,Urban,37,Sedan - Liability,30000 to 39000,3,7 years
CLM1000007138,WP60679,Jun,5,Wednesday,Monday,Nov,4,Policy Holder,0,11,more than 30,more than 30,No,No,External,more than 5,no change,Collision,Sports Car,Urban,32,Sedan - Collision,20000 to 29000,1,6 years
CLM1000007139,BZ47770,Jun,5,Wednesday,Wednesday,Jun,5,Policy Holder,0,8,more than 30,more than 30,No,No,External,3 to 5,no change,Collision,Two-Door Car,Urban,36,Sedan - Collision,30000 to 39000,3,6 years
CLM1000007140,TS76653,Oct,1,Tuesday,Tuesday,Oct,1,Third Party,0,6,more than 30,more than 30,No,No,External,1 to 2,no change,Collision,Sports Car,Urban,37,Sedan - Collision,20000 to 29000,2,7 years
CLM1000007141,IJ28717,Nov,4,Thursday,Thursday,Nov,4,Policy Holder,0,7,more than 30,more than 30,No,No,External,none,2 to 3 years,Collision,SUV,Rural,40,Sedan - Collision,30000 to 39000,1,7 years
CLM1000007142,XL78013,Oct,4,Wednesday,Wednesday,Oct,4,Policy Holder,0,15,more than 30,more than 30,No,No,External,none,no change,Liability,Four-Door Car,Urban,32,Sedan - Liability,20000 to 29000,4,5 years
CLM1000007143,KN90631,Oct,4,Saturday,Tuesday,Oct,4,Third Party,0,1,more than 30,more than 30,No,No,External,3 to 5,no change,Collision,SUV,Urban,31,Sedan - Collision,20000 to 29000,4,5 years
CLM1000007144,KU59569,Apr,1,Saturday,Monday,Apr,1,Policy Holder,0,16,more than 30,more than 30,No,No,External,more than 5,no change,Liability,Sports Car,Urban,40,Sedan - Liability,more than 69000,4,more than 7
CLM1000007145,IE71278,Apr,1,Monday,Wednesday,Apr,1,Policy Holder,0,7,more than 30,more than 30,No,No,External,none,no change,Liability,Four-Door Car,Urban,26,Sedan - Liability,20000 to 29000,3,6 years
CLM1000007146,VY76337,Jun,3,Friday,Friday,Jul,2,Policy Holder,0,16,more than 30,more than 30,Yes,No,External,none,no change,Collision,Four-Door Car,Urban,41,Sedan - Collision,30000 to 39000,1,7 years
CLM1000007147,YC77374,Apr,5,Friday,Monday,May,1,Policy Holder,0,11,more than 30,more than 30,No,No,External,more than 5,no change,Liability,Two-Door Car,Rural,60,Sedan - Liability,30000 to 39000,2,6 years
CLM1000007148,FX78218,Jul,3,Thursday,Wednesday,Aug,3,Policy Holder,0,14,more than 30,more than 30,No,No,External,more than 5,no change,All Perils,Four-Door Car,Urban,31,Sedan - All Perils,less than 20000,4,7 years
CLM1000007149,ZK11389,Jul,2,Tuesday,Tuesday,Jul,2,Policy Holder,0,7,more than 30,more than 30,No,No,External,1 to 2,no change,Collision,Four-Door Car,Urban,58,Sedan - Collision,20000 to 29000,1,more than 7
CLM1000007150,MO82744,Jul,2,Monday,Monday,Jul,2,Policy Holder,0,9,more than 30,more than 30,No,No,External,none,no change,Collision,Four-Door Car,Urban,41,Sedan - Collision,less than 20000,2,6 years
CLM1000007151,GG20671,Jul,5,Saturday,Thursday,Aug,1,Third Party,0,12,more than 30,more than 30,No,No,External,more than 5,no change,Liability,Four-Door Car,Urban,31,Sedan - Liability,30000 to 39000,3,7 years
CLM1000007152,YC53575,Jul,4,Tuesday,Wednesday,Aug,1,Policy Holder,0,5,more than 30,more than 30,No,No,External,3 to 5,no change,Collision,Four-Door Car,Rural,29,Sedan - Collision,20000 to 29000,2,6 years
CLM1000007153,ES82658,Aug,3,Saturday,Monday,Sep,1,Third Party,0,3,more than 30,more than 30,No,No,External,none,no change,Collision,Four-Door Car,Urban,54,Sedan - Collision,20000 to 29000,3,more than 7
CLM1000007154,SU44811,Dec,1,Wednesday,Tuesday,Dec,2,Third Party,0,1,more than 30,more than 30,No,No,External,none,no change,Collision,Four-Door Car,Rural,45,Sedan - Collision,more than 69000,4,more than 7
CLM1000007155,AZ43057,Mar,3,Monday,Tuesday,Mar,3,Third Party,0,5,more than 30,more than 30,No,No,External,more than 5,no change,Collision,Four-Door Car,Urban,37,Sedan - Collision,20000 to 29000,4,7 years
CLM1000007156,XU56756,Mar,3,Tuesday,Thursday,Mar,3,Policy Holder,0,7,more than 30,more than 30,No,No,External,1 to 2,no change,Liability,Four-Door Car,Urban,28,Sedan - Liability,20000 to 29000,2,7 years
